x;sin;cos;ctg;csc;sec;trig_f;ln;log2;log10;logarithm;main
976,7;0,328963309;-0,944342703;-2,870662704;3,039852687;-1,058937605;4,391162093;6,882138367;9,928828423;2,988894055;12,52542979;12,52542979
976,8;0,232986711;-0,972479919;-4,173971609;4,292090283;-1,028298868;11,01981297;6,882239625;9,928974507;2,988938031;12,52050793;12,52050793
976,9;0,134650572;-0,990893144;-7,358996907;7,426630156;-1,009190553;41,41871089;6,882340871;9,929120575;2,988982002;12,51558764;12,51558764
977;0,034923214;-0,999389999;-28,61678203;28,63424896;-1,000610374;763,6854299;6,882442107;9,929266627;2,989025969;12,51066893;12,51066893
977,1;-0,065218737;-0,997870992;15,30037283;-15,33301695;-1,002133551;266,6979008;6,882543332;9,929412664;2,989069931;12,5057518;12,5057518
977,2;-0,164802018;-0,986326667;5,984918641;-6,067886876;-1,013862884;49,76192872;6,882644546;9,929558685;2,989113888;12,50083624;12,50083624
977,3;-0,261534296;-0,965194184;3,690507126;-3,823590308;-1,036060947;22,93245691;6,882755701;9,929719048;2,989162162;12,49543911;12,49543911
977,4;-0,35654593;-0,934277796;2,620357484;-2,804687745;-1,070345463;13,97986331;6,882856898;9,929865044;2,989206111;12,49052658;12,49052658
977,5;-0,447975444;-0,894045861;1,995747477;-2,232265215;-1,118510854;9,773820947;6,882958084;9,930011025;2,989250056;12,48561562;12,48561562
977,6;-0,534900656;-0,844914959;1,579573608;-1,869506027;-1,183551065;7,368081289;6,883059259;9,93015699;2,989293996;12,48070624;12,48070624
977,7;-0,616440985;-0,787401112;1,277334134;-1,622215303;-1,270000746;5,806251271;6,883160424;9,930302939;2,989337932;12,47579844;12,47579844
977,8;-0,691765056;-0,72212264;1,043884241;-1,4455775;-1,384806326;4,698923897;6,883261577;9,930448872;2,989381862;12,47089221;12,47089221
977,9;-0,760097444;-0,649809107;0,85490237;-1,31562079;-1,538913489;3,862914679;6,88336272;9,93059479;2,989425788;12,46598755;12,46598755
978;-0,821941215;-0,569572331;0,692959935;-1,21663202;-1,755703264;3,190525982;6,883463851;9,930740693;2,98946971;12,46108446;12,46108446
978,1;-0,874744054;-0,484585225;0,553973729;-1,143191538;-2,063620491;2,64965719;6,883564972;9,930886579;2,989513626;12,45618294;12,45618294
978,2;-0,918824355;-0,3946667;0,429534435;-1,088347293;-2,533783567;2,199330506;6,883666082;9,93103245;2,989557538;12,451283;12,451283
978,3;-0,953749115;-0,30060377;0,315181178;-1,048493765;-3,326638253;1,820064159;6,883767181;9,931178306;2,989601445;12,44638462;12,44638462
978,4;-0,979179657;-0,202995567;0,207311871;-1,021263047;-4,926215958;1,498809154;6,883878222;9,931338504;2,98964967;12,44100577;12,44100577
978,5;-0,994876007;-0,101102577;0,101623294;-1,005150384;-9,890944723;1,223795613;6,883979304;9,931484334;2,989693569;12,43611042;12,43611042
978,6;-1,000700587;-0,037438802;0,037412591;-0,999299904;-26,71025648;1,074827144;6,884080376;9,931630149;2,989737464;12,43121664;12,43121664
978,7;-0,995525605;0,094492171;-0,094916866;-1,004494505;10,58288739;0,82810425;6,884181436;9,931775948;2,989781355;12,42632442;12,42632442
978,8;-0,981158994;0,193202041;-0,196912062;-1,019202806;5,175928756;0,682277264;6,884282485;9,931921732;2,98982524;12,42143378;12,42143378
978,9;-0,956973283;0,290176041;-0,303222719;-1,044961252;3,446183894;0,569700714;6,884383524;9,9320675;2,989869121;12,4165447;12,4165447
979;-0,92320372;0,384310932;-0,416279661;-1,083184544;2,602059732;0,488424326;6,884484552;9,932213252;2,989912997;12,41165719;12,41165719
979,1;-0,880178898;0,474642083;-0,539256376;-1,136132668;2,106850689;0,437569794;6,884585569;9,932358989;2,989956869;12,40677125;12,40677125
979,2;-0,828316651;0,560260231;-0,676384123;-1,207267775;1,784884853;0,418618762;6,884686575;9,93250471;2,990000735;12,40188688;12,40188688
979,3;-0,768118777;0,640307383;-0,833604648;-1,301881987;1,561749915;0,437680957;6,88478757;9,932650416;2,990044597;12,39700408;12,39700408
979,4;-0,700164606;0,71398146;-1,019733722;-1,428235577;1,400596593;0,510158945;6,884888555;9,932796106;2,990088455;12,39212284;12,39212284
979,5;-0,626482848;0,779435207;-1,244144528;-1,596212895;1,28298028;0,667125792;6,884999482;9,932956139;2,99013663;12,38676222;12,38676222
979,6;-0,545575427;0,838061724;-1,536106066;-1,832927126;1,193229534;0,989757167;6,885100449;9,933101805;2,99018048;12,38188399;12,38188399
979,7;-0,459236254;0,888314169;-1,934329362;-2,177528434;1,12572785;1,66207342;6,885201406;9,933247454;2,990224325;12,37700733;12,37700733
979,8;-0,368335599;0,929692899;-2,524037593;-2,714915426;1,075624006;3,187019472;6,885302352;9,933393088;2,990268165;12,37213223;12,37213223
979,9;-0,273792073;0,961788907;-3,512844246;-3,652406699;1,039729189;7,239424106;6,885403287;9,933538707;2,990312001;12,3672587;12,3672587
980;-0,176564367;0,984289096;-5,574675769;-5,663656939;1,015961676;21,89648341;6,885504211;9,93368431;2,990355832;12,36238673;12,36238673
980,1;-0,077642895;0,996981234;-12,84059849;-12,87947862;1,003027907;141,1937441;6,885605124;9,933829897;2,990399659;12,35751633;12,35751633
980,2;0,02309208;0,999733342;43,29334284;43,30489042;1,000266729;1962,899687;6,885706027;9,933975468;2,99044348;12,35264748;12,35264748
980,3;0,12309208;0,992395254;8,062218566;8,12399952;1,007663022;83,10865368;6,885806918;9,934121024;2,990487297;12,34778021;12,34778021
980,4;0,221241529;0,975219045;4,407938472;4,519947077;1,025410655;30,19685071;6,885907799;9,934266565;2,99053111;12,34291449;12,34291449
980,5;0,317470898;0,948268015;2,986944701;3,149895022;1,054554181;16,79494028;6,886008669;9,93441209;2,990574917;12,33805033;12,33805033
980,6;0,410469346;0,911874397;2,221540795;2,436235519;1,09664226;11,20984001;6,886119483;9,934571959;2,990623043;12,3327079;12,3327079
980,7;0,499236873;0,866465547;1,735580028;2,003057172;1,154113979;8,234160636;6,886220336;9,93471746;2,990666843;12,32784675;12,32784675
980,8;0,58277348;0,812634648;1,394426266;1,715932578;1,230565301;6,393652213;6,886321178;9,934862944;2,990710639;12,32298716;12,32298716
980,9;0,66172652;0,749745299;1,133013831;1,511198313;1,333786289;5,111866017;6,88642201;9,935008414;2,99075443;12,31812913;12,31812913
981;0,733302121;0,679902934;0,927179828;1,363694406;1,470798183;4,176290089;6,88652283;9,935153867;2,990798216;12,31327266;12,31327266
981,1;0,797583042;0,603209161;0,756296372;1,253787941;1,657799757;3,448438237;6,88662364;9,935299305;2,990841997;12,30841775;12,30841775
981,2;0,853951677;0,520352316;0,609346324;1,171026448;1,921774862;2,860762124;6,886724439;9,935444727;2,990885774;12,30356439;12,30356439
981,3;0,901882732;0,431980946;0,478976846;1,108791603;2,314916916;2,373980048;6,886825228;9,935590134;2,990929546;12,2987126;12,2987126
981,4;0,940953218;0,338536616;0,359780497;1,062752091;2,953890219;1,96361004;6,886926005;9,935735526;2,990973314;12,29386237;12,29386237
981,5;0,969444144;0,245312151;0,253044131;1,031518944;4,076438921;1,630297646;6,887026772;9,935880901;2,991017076;12,28901369;12,28901369
981,6;0,989046776;0,147602422;0,149237049;1,011074526;6,774956559;1,342532271;6,887127528;9,936026261;2,991060834;12,28416657;12,28416657
981,7;0,998743339;0,050117288;0,050180348;1,001258242;19,9531944;1,105390506;6,887238228;9,936185968;2,991108911;12,27884227;12,27884227
981,8;0,998422523;-0,056146826;-0,056235536;1,00157997;-17,81044584;0,893843829;6,887338967;9,936331303;2,991152662;12,27399814;12,27399814
981,9;0,988066183;-0,154029925;-0,155890291;1,012077953;-6,492244946;0,736246419;6,887439695;9,936476623;2,991196408;12,26915557;12,26915557
982;0,96774695;-0,251924276;-0,260320403;1,033327979;-3,969446756;0,610591747;6,887540412;9,936621928;2,991240149;12,26431456;12,26431456
982,1;0,937624209;-0,34765046;-0,370778033;1,066525363;-2,876452401;0,516781126;6,887641119;9,936767217;2,991283886;12,2594751;12,2594751
982,2;0,899502871;-0,436914848;-0,485729242;1,111725189;-2,2887755;0,455368997;6,887741815;9,936912491;2,991327618;12,2546372;12,2546372
982,3;0,851418486;-0,524486951;-0,616015461;1,174510557;-1,906625127;0,422530688;6,8878425;9,937057749;2,991371345;12,24980085;12,24980085
982,4;0,794851463;-0,606804048;-0,763418168;1,258096697;-1,64797846;0,424182115;6,887943175;9,937202991;2,991415068;12,24496606;12,24496606
982,5;0,730379508;-0,683041561;-0,935187192;1,369151228;-1,464039755;0,470746474;6,888043838;9,937348218;2,991458786;12,24013282;12,24013282
982,6;0,658664707;-0,752436578;-1,142366625;1,518223141;-1,329015666;0,58642906;6,888144491;9,937493429;2,991502499;12,23530113;12,23530113
982,7;0,580448846;-0,814296713;-1,402874205;1,7228047;-1,228053587;0,825386763;6,888255084;9,937652981;2,991550529;12,22999348;12,22999348
982,8;0,495535078;-0,868587927;-1,752828337;2,018020609;-1,151293921;1,321195491;6,88835572;9,937798168;2,991594235;12,22516478;12,22516478
982,9;0,406320685;-0,913730541;-2,248791595;2,461110245;-1,094414552;2,39438395;6,888456345;9,93794334;2,991637936;12,22033763;12,22033763
983;0,313030998;-0,94974291;-3,034021918;3,194571802;-1,052916521;5,039256759;6,888556959;9,938088495;2,991681633;12,21551203;12,21551203
983,1;0,216590624;-0,976262517;-4,507408938;4,617005018;-1,024314652;13,25500596;6,888657563;9,938233636;2,991725325;12,21068799;12,21068799
983,2;0,117952467;-0,993019242;-8,418808606;8,47799141;-1,007029831;56,02480835;6,888758156;9,938378761;2,991769012;12,2058655;12,2058655
983,3;0,018087037;-0,999836416;-55,27917092;55,28821518;-1,000163611;2947,228069;6,888858738;9,93852387;2,991812694;12,20104455;12,20104455
983,4;-0,082028773;-0,996629962;12,14976066;-12,19084427;-1,003381434;173,9094767;6,88895931;9,938668964;2,991856372;12,19622516;12,19622516
983,5;-0,18142345;-0,98340507;5,420495914;-5,511966614;-1,016874969;42,18985331;6,88905987;9,938814042;2,991900045;12,19140731;12,19140731
983,6;-0,277720283;-0,960661982;3,459099103;-3,600745285;-1,040948865;20,80643626;6,88916042;9,938959105;2,991943714;12,18659102;12,18659102
983,7;-0,372195618;-0,928154309;2,493727125;-2,686759195;-1,077407054;13,06759964;6,889260959;9,939104153;2,991987378;12,18177627;12,18177627
983,8;-0,462931209;-0,88639421;1,914742822;-2,16014816;-1,128166214;9,281420411;6,889371439;9,939263542;2,992035359;12,17648665;12,17648665
983,9;-0,549011306;-0,835814923;1,522400203;-1,821456115;-1,19643712;7,061089369;6,889471962;9,939408565;2,992079016;12,17167489;12,17167489
984;-0,629563089;-0,776949365;1,234108826;-1,588403159;-1,287085162;5,594892564;6,889572473;9,939553572;2,992122668;12,16686467;12,16686467
984,1;-0,703764147;-0,710433689;1,009476956;-1,420930584;-1,407590907;4,542713664;6,889672974;9,939698565;2,992166315;12,162056;12,162056
984,2;-0,770849054;-0,637017846;0,826384675;-1,29727084;-1,569814734;3,741472718;6,889773464;9,939843541;2,992209957;12,15724887;12,15724887
984,3;-0,831408647;-0,555661463;0,668337363;-1,202777964;-1,799656925;3,092109219;6,889873944;9,939988502;2,992253595;12,15244329;12,15244329
984,4;-0,882778981;-0,469788538;0,532170054;-1,132786373;-2,12861728;2,568246345;6,889974412;9,940133448;2,992297229;12,14763925;12,14763925
984,5;-0,92534758;-0,379119844;0,40970534;-1,080675004;-2,637688358;2,131001001;6,89007487;9,940278378;2,992340857;12,14283677;12,14283677
984,6;-0,958696965;-0,284429482;0,296683407;-1,043082472;-3,515809943;1,762287988;6,890175317;9,940423293;2,992384481;12,13803582;12,13803582
984,7;-0,982504769;-0,186237425;0,18955371;-1,017806764;-5,369490059;1,449722408;6,890275754;9,940568192;2,9924281;12,13323642;12,13323642
984,8;-0,996547996;-0,083018617;0,08330619;-1,003463961;-12,04549102;1,180444392;6,89037618;9,940713076;2,992471715;12,12843857;12,12843857
984,9;-1,000706602;0,037599256;-0,037572707;-0,999293897;26,5962711;0,924856582;6,890486547;9,940872302;2,992519647;12,12316694;12,12316694
985;-0,993803769;0,111148857;-0,111841855;-1,006234864;8,996943615;0,801178959;6,890586956;9,941017162;2,992563255;12,11837206;12,11837206
985,1;-0,977773739;0,209662861;-0,214428812;-1,022731497;4,76956192;0,661080607;6,890687354;9,941162006;2,992606857;12,11357871;12,11357871
985,2;-0,951957495;0,306230187;-0,321684727;-1,050467069;3,265517387;0,553888537;6,890787742;9,941306835;2,992650455;12,10878691;12,10878691
985,3;-0,91660622;0,399791243;-0,436164663;-1,090981032;2,501305413;0,477743325;6,890888119;9,941451648;2,992694049;12,10399666;12,10399666
985,4;-0,872063832;0,489392147;-0,561188446;-1,14670505;2,043351139;0,432060253;6,890988485;9,941596446;2,992737638;12,09920794;12,09920794
985,5;-0,818762682;0,574132102;-0,701219186;-1,221355127;1,741759426;0,418897645;6,89108884;9,941741228;2,992781222;12,09442077;12,09442077
985,6;-0,75721809;0,653162127;-0,862581251;-1,320623495;1,531013447;0,445504677;6,891189185;9,941885995;2,992824801;12,08963514;12,08963514
985,7;-0,689060111;0,724704191;-1,051728549;-1,451252198;1,379873351;0,527872007;6,891289519;9,942030746;2,992868376;12,08485104;12,08485104
985,8;-0,613293909;0,789854785;-1,287889497;-1,630539591;1,266055507;0,706750943;6,891389842;9,942175482;2,992911946;12,08006849;12,08006849
985,9;-0,531414601;0,847111871;-1,594069621;-1,8817699;1,180481627;1,070517237;6,891490155;9,942320203;2,992955512;12,07528748;12,07528748
986;-0,444246146;0,895904773;-2,016685527;-2,251004334;1,116190058;1,836294822;6,89160041;9,942479267;2,993003395;12,07003379;12,07003379
986,1;-0,352667514;0,935748697;-2,653345321;-2,835531942;1,068662989;3,609176375;6,891700706;9,942623963;2,993046953;12,06525574;12,06525574
986,2;-0,257604635;0,966250409;-3,7509046;-3,881917737;1,034928411;8,501115971;6,891800991;9,942768644;2,993090507;12,06047923;12,06047923
986,3;-0,16002212;0,987113429;-6,168606107;-6,249136044;1,013054803;27,68888201;6,891901265;9,94291331;2,993134056;12,05570425;12,05570425
986,4;-0,060914898;0,998142963;-16,38585955;-16,41634531;1,001860492;237,7209636;6,892001529;9,94305796;2,9931776;12,05093082;12,05093082
986,5;0,039906773;0,999203407;25,03844168;25,05840302;1,000797228;678,9988526;6,892101782;9,943202595;2,99322114;12,04615892;12,04615892
986,6;0,139906773;0,990164681;7,0773177;7,147616794;1,009933014;66,22348733;6,892202025;9,943347214;2,993264675;12,04138856;12,04138856
986,7;0,237605457;0,971361749;4,088128958;4,20865755;1,029482581;26,83259994;6,892302256;9,943491818;2,993308205;12,03661973;12,03661973
986,8;0,333361493;0,942799085;2,828158332;2,999746581;1,060671373;15,54366633;6,892402478;9,943636406;2,993351731;12,03185244;12,03185244
986,9;0,425718462;0,904855674;2,125479054;2,348970245;1,10514862;10,58738311;6,892502688;9,943780979;2,993395252;12,02708668;12,02708668
987;0,513676363;0,857984029;1,670281311;1,946751051;1,165522861;7,866538871;6,892602888;9,943925537;2,993438768;12,02232246;12,02232246
987,1;0,596235196;0,80280981;1,346464976;1,677190488;1,245625038;6,150401476;6,892713031;9,94408444;2,993486603;12,01708667;12,01708667
987,2;0,67424297;0,738509592;1,095316712;1,483144868;1,354078553;4,93574854;6,892813214;9,944228973;2,993530112;12,0123254;12,0123254
987,3;0,744638826;0,667467617;0,896364242;1,34293293;1,498200025;4,041710357;6,892913386;9,944373491;2,993573617;12,00756567;12,00756567
987,4;0,807630125;0,589689394;0,730147844;1,238190565;1,695808013;3,341145145;6,893013548;9,944517994;2,993617117;12,00280747;12,00280747
987,5;0,862614083;0,505862574;0,586429765;1,159266953;1,976821476;2,772656343;6,893113699;9,944662482;2,993660612;11,99805081;11,99805081
987,6;0,909081909;0,41661743;0,45828371;1,10001089;2,400283636;2,300161463;6,893213839;9,944806954;2,993704103;11,99329568;11,99329568
987,7;0,9466288;0,322325789;0,340498608;1,056380283;3,102451104;1,900830433;6,893313969;9,94495141;2,993747589;11,98854208;11,98854208
987,8;0,973425468;0,229004058;0,235255872;1,027300017;4,366734851;1,578299929;6,893414088;9,945095852;2,99379107;11,98379001;11,98379001
987,9;0,991374225;0,131061614;0,132201958;1,008700827;7,629999135;1,299058421;6,893514196;9,945240277;2,993834547;11,97903947;11,97903947
988;0,999391625;0,034876637;0,034897868;1,000608745;28,67248957;1,072229976;6,893614294;9,945384688;2,993878019;11,97429046;11,97429046
988,1;0,997382125;-0,072311112;-0,072500911;1,002624746;-13,82913314;0,865483458;6,893714381;9,945529083;2,993921487;11,96954299;11,96954299
988,2;0,985343054;-0,170584483;-0,173121921;1,014874967;-5,862197927;0,712826423;6,893824412;9,945687824;2,993969273;11,96432503;11,96432503
988,3;0,963361957;-0,268204661;-0,27840487;1,038031441;-3,728495982;0,592633271;6,893924482;9,945832195;2,994012733;11,95958051;11,95958051
988,4;0,932684464;-0,360693346;-0,386726015;1,072173965;-2,772438166;0,50620467;6,894024542;9,945976551;2,994056189;11,95483751;11,95483751
988,5;0,892032896;-0,451970478;-0,506674675;1,121034891;-2,212533892;0,447647189;6,894124591;9,946120891;2,99409964;11,95009604;11,95009604
988,6;0,842485515;-0,538718997;-0,639440071;1,186964028;-1,856255312;0,42022162;6,89422463;9,946265217;2,994143087;11,94535609;11,94535609
988,7;0,784546545;-0,620069931;-0,790354549;1,274621636;-1,612721324;0,428437934;6,894324658;9,946409526;2,994186528;11,94061768;11,94061768
988,8;0,718808193;-0,695208445;-0,967168225;1,391191711;-1,43841751;0,484392707;6,894424675;9,946553821;2,994229966;11,93588079;11,93588079
988,9;0,645946282;-0,763382866;-1,181805497;1,54811635;-1,309958664;0,615806639;6,894524681;9,9466981;2,994273398;11,93114543;11,93114543
989;0,566715521;-0,823913538;-1,453839727;1,764553755;-1,213719588;0,884804017;6,894624677;9,946842364;2,994316826;11,9264116;11,9264116
989,1;0,480857357;-0,876798838;-1,823407347;2,0796188;-1,140512461;1,446775862;6,894724663;9,946986612;2,99436025;11,9216793;11,9216793
989,2;0,39089457;-0,920435459;-2,354689806;2,558234563;-1,086442281;2,682385904;6,894824638;9,947130845;2,994403668;11,91694852;11,91694852
989,3;0,297009541;-0,954874511;-3,214962411;3,366895203;-1,04725803;5,817843816;6,894934557;9,947289425;2,994451406;11,91174836;11,91174836
989,4;0,200132358;-0,97976887;-4,895604482;4,996693231;-1,02064888;16,13568132;6,895034515;9,947433634;2,994494817;11,90702051;11,90702051
989,5;0,101219647;-0,994864103;-9,82876475;9,879504871;-1,005162411;78,93684159;6,895134462;9,947577828;2,994538224;11,9022942;11,9022942
989,6;0,001243793;-0,999999226;-803,9914106;803,9920325;-1,000000774;644796,2056;6,895234399;9,947722006;2,994581627;11,89756941;11,89756941
989,7;-0,09881838;-0,995105486;10,07004449;-10,1195749;-1,004918588;123,53612;6,895334325;9,947866169;2,994625024;11,89284614;11,89284614
989,8;-0,196964061;-0,980410709;4,977612184;-5,077068353;-1,019980699;36,69305259;6,895434241;9,948010317;2,994668417;11,88812439;11,88812439
989,9;-0,293827349;-0,955858509;3,253129817;-3,403359165;-1,046179943;19,00277873;6,895534146;9,948154449;2,994711806;11,88340417;11,88340417
990;-0,387739492;-0,921768998;2,377289437;-2,579051195;-1,084870506;12,25574203;6,89563404;9,948298567;2,99475519;11,87868548;11,87868548
990,1;-0,47775525;-0,878492983;1,838792945;-2,093121949;-1,138313019;8,830495305;6,895733924;9,948442668;2,994798569;11,8739683;11,8739683
990,2;-0,562965536;-0,826480372;1,468083425;-1,776307671;-1,209950089;6,774505597;6,895833797;9,948586755;2,994841944;11,86925265;11,86925265
990,3;-0,642505506;-0,766281068;1,192645137;-1,556406895;-1,305004185;5,394879372;6,895943611;9,948745183;2,994889635;11,86406882;11,86406882
990,4;-0,715561896;-0,698549335;0,976224892;-1,397503145;-1,431538118;4,393435996;6,896043468;9,948889245;2,994933003;11,8593561;11,8593561
990,5;-0,78137944;-0,624056224;0,798659643;-1,279787961;-1,60241972;3,624622682;6,896143314;9,949033293;2,994976366;11,85464489;11,85464489
990,6;-0,840641384;-0,541592156;0,644260641;-1,189567893;-1,846407833;2,996915119;6,896243149;9,949177325;2,995019724;11,84993521;11,84993521
990,7;-0,890564847;-0,4548563;0,510750341;-1,122882857;-2,198496538;2,489260847;6,896342974;9,949321341;2,995063078;11,84522705;11,84522705
990,8;-0,931609928;-0,363459684;0,390141488;-1,07341063;-2,751336791;2,064596299;6,896442788;9,949465343;2,995106427;11,84052041;11,84052041
990,9;-0,963374814;-0,268158475;0,278353213;-1,038017587;-3,729138157;1,706095904;6,896542592;9,949609329;2,995149771;11,83581529;11,83581529
991;-0,985553568;-0,169363998;0,171846568;-1,01465819;-5,904442568;1,401908542;6,896642385;9,9497533;2,995193111;11,83111168;11,83111168
991,1;-0,997940272;-0,064149934;0,064282338;-1,002063979;-15,58848059;1,136812109;6,896742167;9,949897256;2,995236446;11,8264096;11,8264096
991,2;-1,000432499;0,029414027;-0,029401311;-0,999567688;33,99738473;0,941198126;6,896841939;9,950041196;2,995279777;11,82170903;11,82170903
991,3;-0,991800629;0,127794803;-0,128851302;-1,008267156;7,82504435;0,775231565;6,8969417;9,950185121;2,995323103;11,81700998;11,81700998
991,4;-0,974111575;0,226067778;-0,232075856;-1,026576448;4,423452156;0,64081413;6,897051403;9,950343389;2,995370746;11,81184385;11,81184385
991,5;-0,946671907;0,322199164;-0,340349345;-1,056332181;3,103670376;0,538951287;6,897151147;9,95048729;2,995414065;11,80714772;11,80714772
991,6;-0,909748653;0,415159473;-0,456345246;-1,099204705;2,408712953;0,46791788;6,897250881;9,950631176;2,995457379;11,80245311;11,80245311
991,7;-0,863700935;0,504004657;-0,58354071;-1,157808171;1,984108651;0,427459035;6,897350605;9,950775046;2,995500689;11,79776002;11,79776002
991,8;-0,808975468;0,587842404;-0,726650469;-1,236131427;1,701136213;0,420278658;6,897450318;9,950918902;2,995543994;11,79306844;11,79306844
991,9;-0,746100903;0,665832894;-0,892416684;-1,340301286;1,501878338;0,454907612;6,89755002;9,951062742;2,995587295;11,78837837;11,78837837
992;-0,676781132;0,736184284;-1,087773062;-1,477582564;1,35835554;0,54967141;6,897649712;9,951206567;2,995630591;11,78368982;11,78368982
992,1;-0,599931989;0,800051004;-1,333569501;-1,666855607;1,249920312;0,75135022;6,897749394;9,951350377;2,995673882;11,77900279;11,77900279
992,2;-0,517104106;0,855922511;-1,65522281;-1,933846568;1,168330062;1,161920274;6,897849064;9,951494171;2,995717169;11,77431727;11,77431727
992,3;-0,42913124;0,903242148;-2,104815646;-2,330289447;1,107122826;2,036463991;6,897948725;9,951637951;2,995760451;11,76963326;11,76963326
992,4;-0,336900828;0,941540138;-2,794710072;-2,968232536;1,062089612;4,107482074;6,898048374;9,951781715;2,995803728;11,76495076;11,76495076
992,5;-0,241345889;0,970439159;-4,020947551;-4,14343085;1,030461302;10,06787627;6,898157966;9,951939822;2,995851324;11,75980228;11,75980228
992,6;-0,143436715;0,989659491;-6,899624625;-6,971715712;1,010448552;35,78499663;6,898257599;9,952083562;2,995894594;11,7551227;11,7551227
992,7;-0,044172514;0,999023918;-22,61641538;-22,63851242;1,000977036;468,2674628;6,898357221;9,952227287;2,99593786;11,75044463;11,75044463
992,8;0,056721466;0,998390042;17,60162626;17,63000984;1,001612554;347,0172822;6,898456833;9,952370997;2,995981121;11,74576808;11,74576808
992,9;0,156721466;0,987642841;6,301898955;6,380746856;1,012511769;54,29316673;6,898556435;9,952514691;2,996024378;11,74109303;11,74109303
993;0,253901555;0,967230066;3,809468848;3,938534359;1,033880186;24,0665246;6,898656026;9,952658371;2,99606763;11,7364195;11,7364195
993,1;0,349155986;0,937064618;2,683799377;2,864049423;1,067162265;14,44846795;6,898755606;9,952802035;2,996110877;11,73174747;11,73174747
993,2;0,440843202;0,897584131;2,03606209;2,268380223;1,114101694;10,02333029;6,898855176;9,952945684;2,99615412;11,72707696;11,72707696
993,3;0,527963203;0,849267247;1,608572799;1,894071395;1,177485655;7,525906903;6,898954735;9,953089317;2,996197359;11,72240795;11,72240795
993,4;0,610533935;0,791990097;1,297208969;1,637910592;1,262642051;5,90441736;6,899054284;9,953232936;2,996240592;11,71774046;11,71774046
993,5;0,686569316;0,727064354;1,058981718;1,456517174;1,375394069;4,76802829;6,899153822;9,953376539;2,996283821;11,71307447;11,71307447
993,6;0,755765987;0,654841793;0,866461053;1,323160896;1,527086406;3,912494636;6,899263303;9,953534486;2,996331369;11,70794359;11,70794359
993,7;0,817450598;0,575998716;0,704628166;1,223315517;1,736114982;3,237531706;6,899362825;9,953678066;2,996374591;11,70328051;11,70328051
993,8;0,871035471;0,491220123;0,56394962;1,148058872;2,035747222;2,687235623;6,899462336;9,95382163;2,996417808;11,69861894;11,69861894
993,9;0,9160286;0,401112957;0,43788257;1,091668972;2,493063318;2,228397889;6,899561836;9,953965179;2,996461021;11,69395887;11,69395887
994;0,952043651;0,30596223;0,321374161;1,050372006;3,268377276;1,839642561;6,899661327;9,954108713;2,996504229;11,68930031;11,68930031
994,1;0,977131143;0,212637556;0,217614143;1,023404082;4,702838099;1,527798931;6,899760806;9,954252232;2,996547433;11,68464326;11,68464326
994,2;0,993420665;0,114522412;0,115280884;1,00662291;8,731915289;1,256966832;6,899860275;9,954395736;2,996590632;11,67998771;11,67998771
994,3;0,999756203;0,022080165;0,02208555;1,000243856;45,28951607;1,045146405;6,899959734;9,954539224;2,996633827;11,67533367;11,67533367
994,4;0,99605795;-0,088704905;-0,089055968;1,003957651;-11,27333371;0,837687589;6,900059182;9,954682698;2,996677017;11,67068113;11,67068113
994,5;0,982338633;-0,187111758;-0,190475821;1,017978899;-5,344399576;0,690340206;6,90015862;9,954826156;2,996720202;11,6660301;11,6660301
994,6;0,95870059;-0,284417262;-0,296669539;1,043078528;-3,515960993;0,575566916;6,900258047;9,954969599;2,996763383;11,66138057;11,66138057
994,7;0,926489953;-0,376319502;-0,406177639;1,079342519;-2,657316445;0,494241364;6,900367417;9,955127387;2,996810882;11,65626724;11,65626724
994,8;0,884311195;-0,466897965;-0,527979254;1,130823635;-2,141795584;0,440797295;6,900466827;9,955270806;2,996854056;11,65162061;11,65162061
994,9;0,833315083;-0,552798311;-0,663372501;1,200026281;-1,808978031;0,418904045;6,900566228;9,95541421;2,996897225;11,64697549;11,64697549
995;0,77402092;-0,633160023;-0,818014096;1,291954744;-1,579379562;0,434010484;6,900665617;9,955557599;2,99694039;11,64233186;11,64233186
995,1;0,70703529;-0,707178265;-1,000202216;1,414356558;-1,41407061;0,500101139;6,900764996;9,955700972;2,99698355;11,63768974;11,63768974
995,2;0,633047619;-0,774112855;-1,222835111;1,579659998;-1,291801309;0,648906199;6,900864365;9,955844331;2,997026706;11,63304912;11,63304912
995,3;0,552825398;-0,833297113;-1,507342311;1,808889395;-1,200052159;0,9517803;6,900963723;9,955987675;2,997069856;11,62841;11,62841
995,4;0,466043377;-0,884761872;-1,898453912;2,145723015;-1,130247619;1,590023003;6,901063071;9,956131003;2,997113003;11,62377238;11,62377238
995,5;0,375357476;-0,926880124;-2,469326397;2,664127034;-1,078888169;3,018026826;6,901162408;9,956274316;2,997156145;11,61913627;11,61913627
995,6;0,280903425;-0,95973604;-3,416604972;3,55994235;-1,041953161;6,761072856;6,901261734;9,956417614;2,997199282;11,61450165;11,61450165
995,7;0,183616505;-0,982997955;-5,35353811;5,446133518;-1,017296114;19,91957905;6,901361051;9,956560897;2,997242415;11,60986853;11,60986853
995,8;0,084456759;-0,996427145;-11,79807461;11,84037856;-1,003585666;117,5912823;6,90147031;9,956718526;2,997289866;11,60477271;11,60477271
995,9;-0,015601874;-0,999878283;64,08706297;-64,09486439;-1,000121731;4237,325523;6,90156961;9,956861785;2,997332992;11,60014248;11,60014248
